Unnamed: 0,Gender,Height,Weight
9069,Female,1.6125368223023868,58.54471396241079
2603,Male,1.807790861455844,87.8698620086679
7738,Female,1.5753375524375297,61.69465305964492
1579,Male,1.7350457080831063,85.6515921845641
5058,Female,1.5887206725915837,56.1151608444237
5753,Female,1.7211930097730774,69.87210941434554
3548,Male,1.878990533159444,97.16089720435012
409,Male,1.572908901287356,63.4598206545079
4097,Male,1.6842326636261042,82.54821731966005
6461,Female,1.6632306383989943,67.01366069169795
5601,Female,1.5179587748052583,43.31818607233952
5231,Female,1.667907498835186,59.57466261777165
3777,Male,1.8605336736376796,98.62299319214668
2726,Male,1.7732125973315247,93.56948908268105
477,Male,1.713476768954414,80.50465343825233
1329,Male,1.7678724601815716,87.14099372981111
4035,Male,1.6720641340692295,73.98354230161321
9642,Female,1.7165665363441889,81.20165769405247
1777,Male,1.802601510527358,92.71881477057455
6096,Female,1.6553859923570782,65.26192309765322
751,Male,1.7553734625323985,79.85278825717981
5792,Female,1.6375233404879932,61.322904090988544
4060,Male,1.7684635636416175,77.74415522353434
9041,Female,1.562846863617522,57.52229135959888
6030,Female,1.677913082924895,64.0930522873679
5898,Female,1.5948372417706154,58.9995846772668
9338,Female,1.7946231675219246,72.02189255922694
9160,Female,1.5925829744853894,58.08342219313554
9996,Female,1.7035057280859716,77.50431516878028
5151,Female,1.5149994872394232,52.86699445976709
468,Male,1.8106248113386365,90.55298705341175
1545,Male,1.6048644845405675,67.41224155839485
6311,Female,1.5734151103563887,56.80092521321263
2683,Male,1.614946371962658,64.48933355134174
8966,Female,1.632756069804136,62.027743864783865
6181,Female,1.6101220959875793,50.12789473618532
1025,Male,1.732180629695416,86.125748866719
5112,Female,1.6708274507489154,66.61286745797139
8562,Female,1.5717051843480665,46.05103473113024
5368,Female,1.6339392571494584,61.11912023041579
2354,Male,1.7784954190186597,89.01758042780936
7278,Female,1.6755179648426668,67.49476087262381
3602,Male,1.7524559270674045,90.61969869561509
773,Male,1.6755311942107418,84.47036557346001
6773,Female,1.621105787076399,62.06315563442874
8809,Female,1.6246819058885362,69.72772442953418
3382,Male,1.709355939732205,75.66270118316021
641,Male,1.8178458358950749,93.55809355619046
4233,Male,1.799528554302785,88.89011808976106
3815,Male,1.727131806666806,80.566948858365
4104,Male,1.7428862372089384,83.07003316951084
9925,Female,1.6623066739273331,62.22383567864437
1108,Male,1.6555957886197072,76.86553290471892
3527,Male,1.8210652552874709,89.52802295690064
3495,Male,1.7401248204226112,86.81558508287695
1420,Male,1.6850385400277952,73.93607395271673
6923,Female,1.5471970810759357,56.16721030620477
3881,Male,1.812439915648799,92.24988713615744
8353,Female,1.627435202403032,75.55623695835614
6245,Female,1.6674265402837014,74.6419750346222
4938,Male,1.7021512419593408,80.04320811260217
6798,Female,1.6085135124101173,65.44125207285528
7812,Female,1.49985760087078,50.81588717117049
1680,Male,1.6373181857870207,72.07596580604013
6715,Female,1.6912371558155068,64.9980951716165
633,Male,1.8644630864371283,87.4218769022321
2569,Male,1.738588055153354,87.01010241133612
7359,Female,1.6355102961641128,56.97569234347506
2166,Male,1.8792915048001333,90.98338197956924
8169,Female,1.5872703602082898,63.78004461097127
8845,Female,1.5415840859504115,52.22173170909212
2825,Male,1.7076740256305027,80.77251319219435
4087,Male,1.6541506654868785,77.13612361995479
6243,Female,1.5410379255144415,45.61313907385882
8364,Female,1.5386129987103017,45.035470517660826
3941,Male,1.7736181898169094,93.70855790055228
9179,Female,1.4842723061766463,51.47538917576581
8075,Female,1.625957032404994,62.04082471168822
9195,Female,1.5803130871348046,50.97142206423786
4128,Male,1.75059458034594,82.00826655715295
1172,Male,1.8209962477314472,87.04525552555208
8668,Female,1.5761767808641187,56.64311302510215
4222,Male,1.752396229903586,88.1556545364144
4834,Male,1.600443164930763,61.52108082291079
2576,Male,1.7809710412663382,95.2434305705565
1989,Male,1.833248476015682,92.51638972187769
6973,Female,1.6251039825843328,62.15726943942448
5836,Female,1.5981692571628832,59.680766450782585
4532,Male,1.6518661947491158,74.38708921951763
3209,Male,1.7446988400024963,80.9695737532403
3855,Male,1.801610510260775,93.30194721397226
2628,Male,1.7885595520848616,98.07335176249627
7803,Female,1.5919510819904927,62.4373203674753
1410,Male,1.8688071088697424,97.5544261774029
8257,Female,1.6083241315854178,60.28242339941578
7386,Female,1.596317812248399,69.22284944798552
4303,Male,1.699962791745102,76.89977465754033
6750,Female,1.62368809146734,63.34569282164737
6555,Female,1.5168397692157631,49.81195606785744
815,Male,1.878658703293626,90.72164810505292
2404,Male,1.7339493774741186,83.90930277120415
5397,Female,1.5879631363886886,58.64017773263405
9956,Female,1.5968869833246444,63.63806995558896
2131,Male,1.7968742968170963,91.2306787299094
1797,Male,1.6854962689955435,77.13505802646344
3090,Male,1.882452526839687,109.24841723626676
4184,Male,1.7416811861692665,87.23902376327231
4564,Male,1.7299548427003617,80.94855836570044
5030,Female,1.65890788709869,63.623853164868045
8048,Female,1.4975850260053596,43.43248521732853
122,Male,1.7005132779147472,74.58828094113842
179,Male,1.714302344053951,83.18143567337022
9250,Female,1.59457403370306,59.18081632132829
8095,Female,1.6209980096534655,57.48779643841469
6429,Female,1.5524999545924865,56.063041054825504
9737,Female,1.683442757576255,63.8913212325695
4992,Male,1.8168868330697567,92.4512398479699
1157,Male,1.726492859562569,77.4352726730815
9003,Female,1.6630879231270086,70.05315077252061
1532,Male,1.6901360495114557,78.6865988496259
8992,Female,1.6340613812458626,56.221324195625925
7859,Female,1.4808462823749815,41.865700852705615
9110,Female,1.6000740019597437,60.314324803590615
1535,Male,1.6980944112106997,81.8934848823333
9259,Female,1.6114585481826782,61.185935602605
5517,Female,1.5085131072398417,56.16848474634264
2605,Male,1.7266680450035818,81.38157636983033
6127,Female,1.6505223777683578,58.89419883037428
9141,Female,1.6764191134899469,72.18031137660078
7458,Female,1.565207313890178,49.77051244525147
2177,Male,1.6962675573139396,80.1097870840969
7990,Female,1.7094372415754455,71.87934677150913
2351,Male,1.673180146289179,79.15114886324983
9177,Female,1.6376802802184287,62.5796863337018
3502,Male,1.7524757220854474,82.9611226245029
2134,Male,1.7340490488942546,78.05288880924971
1480,Male,1.8384183458024117,98.40151114975812
2793,Male,1.720523512975556,75.45608847554581
4843,Male,1.8961237227679035,96.7604815091192
9780,Female,1.6678814408277338,63.33168219161841
9934,Female,1.7337937756752644,78.98960903435673
4762,Male,1.7269941443128474,81.37012460777106
7191,Female,1.6578941914172411,60.587785304467566
6041,Female,1.562071718986966,46.58252607268733
9636,Female,1.6671896411748186,73.75665771499355
3445,Male,1.7704618286556106,86.95529348879596
8149,Female,1.7308605859799666,69.14128329895911
7765,Female,1.585817914797286,62.22130023707536
3620,Male,1.76563110266459,80.37720671980559
1952,Male,1.7828259802835191,88.77606695553882
555,Male,1.789863802892517,89.44268702912555
4264,Male,1.6207023327558494,75.91449267964637
1163,Male,1.7960601655804629,92.87558379675193
1584,Male,1.803600361776263,88.03341305693577
6151,Female,1.6241426407229158,56.7870505686174
9720,Female,1.584741118755363,56.98708308937904
5837,Female,1.6071016505668514,67.64087577073882
5261,Female,1.5954224595508784,58.886394511388026
5239,Female,1.6451801508752513,63.06497102225017
7913,Female,1.6944290903204593,69.65658456557225
9162,Female,1.5998131685395724,60.48170066272368
1598,Male,1.771020266167451,82.7722333062297
7182,Female,1.5522828497848806,51.90609111828709
300,Male,1.774433532965478,89.3897637863583
9660,Female,1.5644541775643226,53.59522192867817
6947,Female,1.467875885949489,46.86152219406737
3794,Male,1.7513444854970308,80.29630249644215
4572,Male,1.7241114036019192,69.3528400791544
4335,Male,1.768308679571722,85.99421996571833
2858,Male,1.6101862344716946,61.99361772605421
5694,Female,1.562389133965622,61.25831647898245
3142,Male,1.8858007495563496,100.80936839658996
1359,Male,1.644782247606965,73.01698020778302
4533,Male,1.7787744148152465,88.91234938175542
9749,Female,1.7287199082564513,79.94305909904067
5687,Female,1.794873228899883,73.6096151761329
486,Male,1.808713533282676,88.97003245210325
7836,Female,1.6184027913840495,62.68083541036784
9554,Female,1.59928560022814,60.97719417726297
5900,Female,1.5481188665385688,52.06846117399896
8116,Female,1.5815090331689452,66.83007473810035
7362,Female,1.5976480125323518,53.261985876714384
1152,Male,1.7915258307508803,88.133950401555
5382,Female,1.517990371263419,51.13857987330734
9741,Female,1.490610973262124,46.20093462975037
5424,Female,1.5071117404114205,54.80292650692423
8807,Female,1.5471416823405255,47.29899925912937
5186,Female,1.679299552533893,72.10023260797936
8409,Female,1.6481057003761572,69.33921808067744
6189,Female,1.6467519064937528,61.88388685006633
9702,Female,1.7343387523500056,75.90427021960753
8269,Female,1.6939843562072625,69.65221147297483
5314,Female,1.5183219618530026,54.76834815779316
9903,Female,1.695886813460166,71.21703456778135
665,Male,1.67571585098716,85.12033951222938
3353,Male,1.772327842351196,92.28560811062094
8851,Female,1.5730233754846024,53.1576394928642
8061,Female,1.65400582619036,66.5194185044767
642,Male,1.672295134814593,80.3818078833231
9242,Female,1.6956673530395805,75.40165624779247
176,Male,1.717025374560371,80.63342862959279
6431,Female,1.7778781315341767,80.08206414167213
9910,Female,1.5089036141994003,50.73583671597083
3438,Male,1.711751053815239,79.2238938078389
786,Male,1.6080732198375192,71.21555137846073
6391,Female,1.6358091383700313,63.10589603076408
9065,Female,1.7351002174370924,76.37259065865669
9927,Female,1.6094946918994106,70.11029602387299
3202,Male,1.6369054808654695,62.637714881792704
4803,Male,1.846411820066592,92.284923445511
7835,Female,1.675307431843233,64.9788130604184
7940,Female,1.6793178265384856,71.54293612638338
91,Male,1.6570210577785005,82.10558296604319
5762,Female,1.5891695521573306,58.4549436521815
9027,Female,1.5221421702233733,44.64665660410658
9504,Female,1.6667733621386382,60.67268967492192
8237,Female,1.6349576016403446,63.29885419537451
1971,Male,1.7188539041567388,79.25365098261452
2905,Male,1.6832645340341077,72.12520653052869
530,Male,1.7428816385803227,81.25285330140295
3635,Male,1.766904370889959,76.5058820511958
996,Male,1.7786817840912628,84.53081644563528
5852,Female,1.6673225927059276,70.71999289256773
4226,Male,1.741188147120533,89.36263606132793
5616,Female,1.564530792083745,57.01218058474397
2312,Male,1.7266910479847462,83.63096978457514
2154,Male,1.7630138652422176,84.86020888196711
5317,Female,1.530181312791891,59.7204262830191
1427,Male,1.7856245455909114,89.16940950274363
8630,Female,1.7379484938735963,76.86903841680534
6032,Female,1.611432179185589,61.14509681802305
