,Gender,Height,Weight
0,Male,1.875714232244881,109.72098511014079
1,Male,1.7470603627656136,73.62273185188151
2,Male,1.8823966769513363,96.49755015358394
3,Male,1.8219668514447775,99.80950418971331
4,Male,1.7749976148723283,93.5986187645829
5,Male,1.708226598470285,69.0422161541668
6,Male,1.7471410637922045,83.42821884767963
7,Male,1.7360522939943328,76.19035194915736
8,Male,1.702281321437228,79.8001867279709
9,Male,1.6117949470505066,70.9416420117829
10,Male,1.8083627099875523,84.6425013947739
11,Male,1.8196764500282032,96.95128455104091
12,Male,1.6450647599884998,75.80767932324014
13,Male,1.7597899804566979,85.93127230757327
14,Male,1.7587907986372044,84.56504714108983
15,Male,1.7181987403906982,78.10261397892141
16,Male,1.83942524230009,88.916962243456
17,Male,1.6249478733149494,78.41855901894094
18,Male,1.7688575214537083,84.36083528351118
19,Male,1.7255745232918411,82.74726812561521
20,Male,1.7250422749230432,78.97759250388721
21,Male,1.7637617726482033,89.68939099306408
22,Male,1.6801879518063034,67.6639361526894
23,Male,1.9102317298012181,103.76451359280797
24,Male,1.7244871870005491,73.4849212251682
25,Male,1.7308584330743002,87.24568902450659
26,Male,1.75487663829471,83.6583196302577
27,Male,1.8491414253191074,93.81561209555721
28,Male,1.712499553955604,79.47563348891016
29,Male,1.7398089500648204,70.00858627570177
30,Male,1.7429000079752273,85.0516040007288
31,Male,1.880458713590362,96.57437492585372
32,Male,1.816816687303501,88.46506527292169
33,Male,1.7571760919290578,93.06964917147516
34,Male,1.7672609400812107,92.60721400658434
35,Male,1.7881835937672954,87.49949120974019
36,Male,1.7545347476554043,89.57908693693159
37,Male,1.7067154913811589,83.37518697059
38,Male,1.6715058176352373,74.32187695034392
39,Male,1.633326372445611,73.98449171400647
40,Male,1.726548140170796,78.07932989895657
41,Male,1.83361141936402,88.01744329852038
42,Male,1.6578667763106008,76.48366073629721
43,Male,1.6786905053573216,73.11605147836696
44,Male,1.7147621664991304,74.68858448473546
45,Male,1.78066157088099,85.69364533099268
46,Male,1.7335966455980267,84.84916997708282
47,Male,1.8331868115412515,94.83287106691118
48,Male,1.757168383519486,87.09616642820218
49,Male,1.850907147739769,95.86326581741415
50,Male,1.6454776076408724,75.12010874325914
51,Male,1.7826621671420857,91.20461347461925
52,Male,1.7396828364246608,78.66372102153544
53,Male,1.7102031043778114,82.28507206266674
54,Male,1.7015699796960893,76.9916661750951
55,Male,1.6890885674663474,74.07589556504165
56,Male,1.7361676388185294,86.0510335482185
57,Male,1.7976712603880938,87.14629375744303
58,Male,1.8088844612045607,89.90123773149449
59,Male,1.778339479866312,95.03954411412165
60,Male,1.8136408284072758,90.15585187217076
61,Male,1.76662092940873,89.84728729346384
62,Male,1.8749907777673551,88.58225936436264
63,Male,1.70172082190715,74.81696269301659
64,Male,1.8140290336845037,81.5848271898864
65,Male,1.6580942253087092,70.42034882345507
66,Male,1.7341644634454014,83.69651971522318
67,Male,1.848240396637097,100.09779418432065
68,Male,1.7297242469288086,83.14915394611253
69,Male,1.7499763342330974,89.10874364478228
70,Male,1.7599535530679522,83.73109116013742
71,Male,1.7912899028957951,94.13523528930341
72,Male,1.7694586207535545,80.37692367463504
73,Male,1.7169198277210587,73.98448493815755
74,Male,1.8417062576546341,98.0748594332957
75,Male,1.8098258343367384,92.83009475385514
76,Male,1.8239533469899167,91.13596374059317
77,Male,1.8350272031729982,100.19927560392696
78,Male,1.6894207425877412,89.108085051696
79,Male,1.6771374637223821,76.4941223072169
80,Male,1.7164597101454688,82.29642715878188
81,Male,1.7334628424812548,90.10998495147659
82,Male,1.8751836258668222,107.91712805365381
83,Male,1.7729825947564561,78.49012935038081
84,Male,1.6753732757364295,72.884939116516
85,Male,1.8054070464239254,85.54877526710153
86,Male,1.6915433920450755,94.50394004877316
87,Male,1.7513689913577448,87.74062224900251
88,Male,1.7334093295245825,78.9747642258749
89,Male,1.836847358120268,89.52481313478437
90,Male,1.8241116794180823,91.45352147144179
91,Male,1.6570210577785005,82.10558296604319
92,Male,1.7942694643045216,82.60930266003234
93,Male,1.644190910170277,80.5349254947337
94,Male,1.7044302000331504,74.83115000092519
